H;30008258;郑州月永商贸有限公司;郑州市金水区西太康路191号四层408号;1029044303029;029;紫荆山店;紫荆山店;0371-6201888;0371-66201888;1029044303;20120128;;0371-63758049;0371-65280557;
D;22005666;220056668;米多奇糙米雪米饼179g袋;000;NO COLOR无色;EACH;;21;4.23;88.83;15.1;坏损;
H;30008258;郑州月永商贸有限公司;郑州市金水区西太康路191号四层408号;1029044304029;029;紫荆山店;紫荆山店;0371-6201888;0371-66201888;1029044304;20120128;;0371-63758049;0371-65280557;
D;01663537;016635388;金丝猴麦丽素23g;000;NO COLOR无色;EACH;;2;1.11;2.22;.38;坏损;
D;21445801;214458016;金丝猴麦乐芙草莓味128g盒;000;NO COLOR无色;EACH;;1;10.09;10.09;1.72;坏损;
D;21659757;216597579;金丝猴馋嘴猴豆干上汤鸡汁30g袋;000;NO COLOR无色;EACH;;1;1.11;1.11;.19;坏损;
D;22005668;220056684;米多奇糙米香米饼89g袋;000;NO COLOR无色;EACH;;1;2.39;2.39;.41;坏损;
D;22005682;220056838;米多奇糙米雪米饼336g袋;000;NO COLOR无色;EACH;;1;7.18;7.18;1.22;坏损;
D;22050994;220509948;金丝猴三层冰晶木糖醇无糖薄荷味24g盒;000;NO COLOR无色;EACH;;1;4.91;4.91;.83;坏损;
